node,round,train_loss,train_accuracy_pct,private_test_accuracy_pct,epsilon,delta,global_proxy_accuracy_pct,successful_updates,throughput_updates_per_sec,bytes_tx,bytes_rx,training_ms,key_generation_ms,signature_generation_ms,signature_verification_ms,batch_verification_ms,batch_verification_receiver_ms,encryption_ms,decryption_ms,communication_tx_ms,communication_rx_ms,security_latency_ms,communication_latency_ms,device_round_execution_ms,rsu_round_execution_ms,server_round_execution_ms,energy_training_j,energy_security_j,energy_communication_j,energy_total_j,energy_idle_j,idle_latency_ms
C2_D1,15,0.05506728291511535,99.25,86.5,442768.34917233087,1e-05,,,,206448.0,204938.0,6143.795200012391,0.0,13.38790002046153,138.37659999262542,46.67460000200663,,45.545100001618266,0.0,1.3839000021107495,1.3484999944921583,243.98420001671184,2.7323999966029078,11094.103800016455,,,66.84449177613482,1.0618192384727299,0.01783710717782378,1.0796563456505537,10.23501619197987,4703.591999990749
C2_D2,15,0.06640664599835873,98.75000000000001,86.0,442768.34917233087,1e-05,,,,206448.0,204938.0,5784.307499998249,0.0,15.092499990714714,117.48280000756495,46.67460000200663,,40.497300011338666,0.0,1.4988999755587429,1.1387999984435737,219.74720001162495,2.6376999740023166,11089.394099981291,,,62.933265599980956,0.9563398144505919,0.01721890543028712,0.973558719880879,11.059958899194374,5082.701699997415
Cluster_1,15,,,,,,,,,616341.0,617835.0,,0.0,20.454300014534965,106.9609000114724,47.45325000840239,92.40210001007654,45.5530000035651,0.0,25.573300023097545,0.8062999695539474,220.42145003797486,26.379599992651492,,187.8308999876026,,0.0,0.9592741505652668,0.17220602875202895,1.1314801793172957,0.0,0.0
Cluster_2,15,,,,,,,,,616342.0,617834.0,,0.0,19.15249999728985,121.9281000085175,47.45325000840239,93.34920000401326,42.49520000303164,0.0,60.88969996199012,1.2498999712988734,231.0290500172414,62.13959993328899,,216.64919998147525,,0.0,1.0054384256750346,0.4056473083645106,1.411085734039545,0.0,0.0
Server,15,,,,,,90.96,2.0,0.557826544897115,409876.0,412931.0,,0.0,,,,94.90650001680478,,0.0,3.1371000222861767,40.86379997897893,0.0,44.00090000126511,,,2217.579200019827,0.0,0.0,0.2872378752082586,0.2872378752082586,4.7297063808403905,2173.578300018562
C1_D1,16,0.053496009943385915,98.91666666666667,88.0,472285.51779860066,1e-05,,,,206449.0,204938.0,5496.374600013951,0.0,12.026999989757314,117.99309999332763,49.035949996323325,,43.568799999775365,0.0,1.9986999977845699,0.24999998277053237,222.62484997918364,2.2486999805551022,9805.465499986894,,,59.80055564815179,0.9688633471094072,0.01467951347306371,0.983542860582471,8.887256953628734,4084.217350013205
C1_D2,16,0.05124117087572813,99.12500000000001,88.0,472285.51779860066,1e-05,,,,206448.0,204938.0,5855.633200000739,0.0,20.749399991473183,127.19450000440702,49.035949996323325,,48.684899986255914,0.0,1.2549000093713403,0.6953999982215464,245.66474997845944,1.9503000075928867,9805.96530000912,,,63.709289216008045,1.0691329919062555,0.012731558449566365,1.081864550355822,8.057112300848589,3702.717050022329
C2_D1,16,0.0539515948916475,99.04166666666666,86.0,472285.51779860066,1e-05,,,,206449.0,204938.0,5657.921600010013,0.0,12.381300010019913,106.6294000193011,47.287049994338304,,49.07840001396835,0.0,2.4166000075638294,1.0949999850708991,215.37615003762767,3.5115999926347286,9805.376200005412,,,61.55818700810895,0.9373170049637557,0.02292372475191951,0.9602407297156752,8.548561465524138,3928.5668499651365
C2_D2,16,0.06350701183080673,98.91666666666667,86.0,472285.51779860066,1e-05,,,,206448.0,204938.0,5568.765400006669,0.0,13.391000014962628,110.99990000366233,47.287049994338304,,44.832499988842756,0.0,2.99429998267442,1.4094999933149666,216.51045000180602,4.403799975989386,9808.991400001105,,,60.58816755207256,0.9422534784078599,0.02874800624325872,0.9710014846511186,8.746022368036211,4019.311750016641
Cluster_1,16,,,,,,,,,616342.0,617835.0,,0.0,13.077800016617402,124.05159999616444,41.852900001686066,98.07189999264665,52.031700004590675,0.0,14.226700004655868,0.5887000006623566,231.01400001905859,14.815400005318224,,170.11899998760782,,0.0,1.005372928082943,0.09671493123471737,1.1020878593176604,0.0,0.0
Cluster_2,16,,,,,,,,,616341.0,617835.0,,0.0,19.12470001843758,125.36330000148155,41.852900001686066,94.57409998867661,48.760499979835004,0.0,9.961600037058815,1.416600018274039,235.1014000014402,11.378200055332854,,173.34899998968467,,0.0,1.0231612928062679,0.07427688996121287,1.0974381827674808,0.0,0.0
Server,16,,,,,,90.88000000000001,2.0,0.7185234372103606,409876.0,412931.0,,0.0,,,,83.70580000337213,,0.0,3.6819000088144094,0.3997000167146325,0.0,4.081600025529042,,,2243.0063000065275,0.0,0.0,0.02664468496665359,0.02664468496665359,4.8719001471586525,2238.9246999809984
C1_D1,17,0.053739403796692696,98.99999999999999,88.5,501802.6864248704,1e-05,,,,206448.0,204938.0,5551.180000009481,0.0,13.340600009541959,113.93760002101772,54.53375000797678,,44.57850000471808,0.0,1.861800003098324,0.1480999926570803,226.39045004325453,2.0098999957554042,9966.195199987851,,,60.39683840010316,0.9852512385882438,0.013120627172291281,0.998371865760535,9.110073913468048,4186.61484993936
C1_D2,17,0.04749449188510577,99.20833333333333,88.5,501802.6864248704,1e-05,,,,206448.0,204938.0,5941.848499991465,0.0,19.04469999135472,113.34159999387339,54.53375000797678,,38.1776999856811,0.0,1.4128999901004136,1.2442000152077526,225.097749978886,2.657100005308166,9968.10739999637,,,64.64731167990715,0.9796254079081119,0.017345548834651708,0.9969709567427636,8.265544812845066,3798.5040500207106
C2_D1,17,0.05287127094964186,99.04166666666666,87.0,501802.6864248704,1e-05,,,,206448.0,204938.0,6329.873299982864,0.0,14.475000003585592,129.11360000725836,50.69570000341628,,46.409800008405,0.0,32.188599987421185,1.2351999757811427,240.69410002266522,33.42379996320233,9966.547299991362,,,68.86902150381357,1.047500723298639,0.21819056615978483,1.2656912894584238,7.316922073649243,3362.55610002263
C2_D2,17,0.06231056387225786,98.875,86.0,501802.6864248704,1e-05,,,,206448.0,204938.0,5658.5604999854695,0.0,12.889499979792163,113.07010002201423,50.69570000341628,,40.768400009255856,0.0,1.9232999766245484,14.047900011064485,217.42370001447853,15.971199987689033,9980.148800008465,,,61.565138239841914,0.9462279424630107,0.10425999351963403,1.0504879359826447,8.89590883844532,4088.1934000208275
Cluster_1,17,,,,,,,,,616342.0,617834.0,,0.0,19.72010001190938,117.15170001843944,43.94795000553131,109.06750001595356,43.392399995354936,0.0,8.182599995052442,1.2389000039547682,224.21215003123507,9.42149999900721,,183.27909999061376,,0.0,0.9757712769359351,0.061503551993519076,1.0372748289294542,0.0,0.0
