VEHICLE TRAINING UPDATES
+-------+---------+------------+----------------+
| Round | Vehicle | Train Loss | Train Accuracy |
|   8   |  C2_D8  |         79.28%        |
|   8   |  C1_D3  |         80.42%        |
|   8   |  C2_D4  |         79.66%        |
|   8   |  C2_D20 |         82.7%         |
|   8   |  C2_D17 |         79.85%        |
|   8   |  C1_D7  |         83.65%        |
|   8   |  C2_D11 |         80.23%        |
|   8   |  C2_D14 |         79.47%        |
|   8   |  C1_D15 |         82.7%         |
|   8   |  C2_D12 |         81.75%        |
|   8   |  C2_D15 |         81.56%        |
|   9   |  C1_D2  |         80.42%        |
|   9   |  C1_D1  |         81.94%        |
|   9   |  C1_D6  |         80.61%        |
|   9   |  C1_D5  |         80.42%        |
|   9   |  C2_D2  |         78.71%        |
|   9   |  C1_D9  |         81.94%        |
|   9   |  C1_D4  |         80.61%        |
|   9   |  C1_D12 |         80.99%        |
|   9   |  C1_D8  |         78.9%         |
|   9   |  C2_D10 |         79.85%        |
|   9   |  C1_D18 |         79.47%        |
|   9   |  C2_D13 |         80.99%        |
|   9   |  C1_D7  |         83.65%        |
|   9   |  C2_D7  |         79.66%        |
|   9   |  C2_D6  |         83.84%        |
|   9   |  C1_D14 |         82.51%        |
|   9   |  C2_D9  |         82.51%        |
|   9   |  C2_D19 |         80.23%        |
|   9   |  C1_D11 |         81.37%        |
|   9   |  C1_D17 |         83.84%        |
|   9   |  C2_D16 |         80.8%         |
|   9   |  C1_D20 |         81.37%        |
|   9   |  C1_D16 |         78.33%        |
|   9   |  C1_D10 |         79.66%        |
|   9   |  C2_D1  |         80.99%        |
|   9   |  C2_D18 |         81.37%        |
|   9   |  C1_D13 |         83.46%        |
|   9   |  C2_D3  |         79.85%        |
|   9   |  C1_D15 |         83.27%        |
|   9   |  C2_D11 |         80.04%        |
|   9   |  C2_D4  |         79.28%        |
|   9   |  C2_D8  |         79.47%        |
|   9   |  C1_D3  |         80.8%         |
|   9   |  C2_D20 |         83.46%        |
|   9   |  C2_D17 |         80.04%        |
|   9   |  C2_D5  |         79.28%        |
|   9   |  C1_D19 |         82.7%         |
|   9   |  C2_D12 |         81.18%        |
|   10  |  C1_D5  |         80.99%        |
|   10  |  C2_D10 |         79.85%        |
|   9   |  C2_D14 |         79.28%        |
|   10  |  C1_D1  |         81.75%        |
|   10  |  C1_D2  |         81.37%        |
|   10  |  C2_D20 |         82.89%        |
|   10  |  C2_D2  |         78.9%         |
|   10  |  C1_D6  |         80.99%        |
|   10  |  C1_D4  |         80.99%        |
|   10  |  C2_D6  |         83.65%        |
|   10  |  C1_D9  |         80.99%        |
|   10  |  C2_D7  |         79.85%        |
|   10  |  C1_D7  |         83.65%        |
|   10  |  C1_D12 |         81.56%        |
|   10  |  C2_D9  |         82.32%        |
|   10  |  C1_D11 |         81.56%        |
|   10  |  C2_D16 |         80.99%        |
|   10  |  C1_D14 |         82.51%        |
|   10  |  C1_D17 |         83.65%        |
|   10  |  C1_D18 |         79.09%        |
|   10  |  C1_D20 |         80.99%        |
|   10  |  C1_D16 |         78.33%        |
|   10  |  C2_D19 |         80.04%        |
|   10  |  C1_D10 |         79.47%        |
|   10  |  C2_D1  |         80.04%        |
|   10  |  C2_D18 |         80.99%        |
|   10  |  C1_D13 |         83.46%        |
|   10  |  C1_D15 |         82.32%        |
|   10  |  C2_D3  |         79.85%        |
|   10  |  C2_D4  |         79.85%        |
|   10  |  C2_D11 |         80.23%        |
|   10  |  C1_D3  |         80.42%        |
|   10  |  C2_D8  |         79.66%        |
|   10  |  C2_D17 |         79.47%        |
|   9   |  C2_D15 |         81.37%        |
|   10  |  C2_D5  |         79.28%        |
|   10  |  C1_D8  |         79.28%        |
|   10  |  C2_D13 |         80.61%        |
|   10  |  C1_D19 |         82.32%        |
|   10  |  C2_D12 |         81.37%        |
|   10  |  C2_D14 |         79.47%        |
|   11  |  C1_D2  |         80.61%        |
|   11  |  C1_D1  |         81.56%        |
|   11  |  C1_D5  |         80.42%        |
|   11  |  C1_D6  |         81.56%        |
|   11  |  C2_D2  |         78.52%        |
|   11  |  C2_D10 |         79.66%        |
|   11  |  C1_D4  |         81.18%        |
|   11  |  C1_D9  |         81.75%        |
|   11  |  C2_D20 |         83.27%        |
|   11  |  C2_D7  |         79.28%        |
|   11  |  C2_D6  |         83.46%        |
|   11  |  C1_D12 |         82.32%        |
|   11  |  C2_D9  |         82.13%        |
|   11  |  C1_D11 |         81.75%        |
|   11  |  C2_D16 |         80.61%        |
|   11  |  C1_D14 |         82.32%        |
|   11  |  C1_D7  |         83.46%        |
|   11  |  C1_D17 |         84.41%        |
|   11  |  C1_D18 |         79.47%        |
|   11  |  C2_D19 |         80.42%        |
|   11  |  C2_D1  |         80.04%        |
|   11  |  C1_D16 |         78.14%        |
|   11  |  C1_D20 |         80.99%        |
|   11  |  C1_D10 |         79.66%        |
|   11  |  C2_D18 |         80.8%         |
|   11  |  C1_D15 |         82.51%        |
|   11  |  C2_D4  |         79.85%        |
|   11  |  C1_D13 |         83.46%        |
|   11  |  C2_D3  |         79.85%        |
|   11  |  C1_D3  |         80.99%        |
|   11  |  C2_D11 |         79.85%        |
|   11  |  C2_D8  |         79.47%        |
|   11  |  C2_D17 |         79.66%        |
|   11  |  C2_D5  |         78.9%         |
|   11  |  C2_D13 |         81.18%        |
|   11  |  C1_D8  |         78.52%        |
|   10  |  C2_D15 |         81.37%        |
|   11  |  C2_D12 |         80.42%        |
|   11  |  C1_D19 |         82.51%        |
|   12  |  C2_D2  |         78.14%        |
|   11  |  C2_D14 |         79.66%        |
|   12  |  C2_D18 |         80.99%        |
|   12  |  C1_D4  |         81.56%        |
|   12  |  C1_D2  |         82.7%         |
|   12  |  C1_D6  |         81.37%        |
|   12  |  C2_D1  |         79.47%        |
|   12  |  C1_D1  |         82.13%        |
|   12  |  C1_D9  |         81.94%        |
|   12  |  C1_D5  |         80.61%        |
|   12  |  C1_D7  |         83.27%        |
|   12  |  C2_D6  |         83.65%        |
|   12  |  C2_D7  |         78.52%        |
|   12  |  C1_D10 |         79.85%        |
|   12  |  C1_D11 |         81.56%        |
|   12  |  C2_D10 |         79.09%        |
|   12  |  C1_D12 |         82.32%        |
|   12  |  C1_D15 |         82.13%        |
|   12  |  C1_D14 |         82.7%         |
|   12  |  C1_D18 |         80.04%        |
|   12  |  C1_D17 |         83.27%        |
|   12  |  C2_D16 |         80.8%         |
|   12  |  C1_D20 |         80.99%        |
|   12  |  C2_D19 |         79.66%        |
|   12  |  C1_D16 |         77.76%        |
|   12  |  C2_D4  |         79.28%        |
|   12  |  C2_D20 |         82.89%        |
|   12  |  C1_D3  |         81.56%        |
|   12  |  C2_D3  |         79.85%        |
|   12  |  C2_D11 |         80.42%        |
|   12  |  C2_D8  |         80.04%        |
|   12  |  C2_D13 |         80.99%        |
|   12  |  C2_D17 |         80.61%        |
|   12  |  C2_D5  |         77.95%        |
|   12  |  C1_D8  |         79.09%        |
|   12  |  C2_D9  |         82.32%        |
|   12  |  C1_D13 |         83.46%        |
|   12  |  C2_D12 |         81.75%        |
|   12  |  C1_D19 |         82.7%         |
|   13  |  C2_D1  |         80.23%        |
|   12  |  C2_D14 |         80.04%        |
|   13  |  C1_D3  |         81.18%        |
|   13  |  C2_D11 |         79.85%        |
|   13  |  C1_D2  |         81.18%        |
|   13  |  C1_D1  |         81.94%        |
|   13  |  C1_D5  |         80.42%        |
|   13  |  C1_D4  |         81.56%        |
|   13  |  C1_D6  |         82.32%        |
|   13  |  C2_D6  |         84.22%        |
|   11  |  C2_D15 |         80.99%        |
|   13  |  C2_D7  |         79.66%        |
|   13  |  C1_D9  |         81.75%        |
|   13  |  C2_D10 |         79.85%        |
|   13  |  C1_D7  |         83.65%        |
|   13  |  C1_D12 |         81.56%        |
|   13  |  C1_D11 |         81.18%        |
|   13  |  C2_D16 |         81.75%        |
|   13  |  C1_D14 |         82.7%         |
|   13  |  C1_D10 |         80.42%        |
|   13  |  C1_D15 |         82.7%         |
|   13  |  C2_D18 |         80.8%         |
|   13  |  C2_D19 |         79.85%        |
|   13  |  C1_D18 |         79.09%        |
|   13  |  C1_D17 |         83.84%        |
|   13  |  C2_D4  |         79.47%        |
|   13  |  C1_D20 |         81.37%        |
|   13  |  C1_D16 |         78.33%        |
|   13  |  C2_D20 |         83.46%        |
|   13  |  C2_D3  |         79.66%        |
|   13  |  C2_D8  |         80.04%        |
|   13  |  C1_D8  |         78.9%         |
|   13  |  C2_D5  |         78.14%        |
|   13  |  C2_D9  |         82.32%        |
|   13  |  C2_D2  |         78.33%        |
|   13  |  C2_D13 |         81.37%        |
|   13  |  C1_D13 |         83.46%        |
|   13  |  C2_D17 |         79.47%        |
|   13  |  C2_D12 |         81.37%        |
|   13  |  C1_D19 |         82.89%        |
|   13  |  C2_D14 |         80.42%        |
|   14  |  C1_D2  |         81.94%        |
|   14  |  C1_D1  |         81.94%        |
|   14  |  C1_D3  |         81.37%        |
|   14  |  C2_D1  |         80.61%        |
|   14  |  C1_D6  |         81.75%        |
|   14  |  C2_D6  |         83.84%        |
|   14  |  C1_D4  |         81.37%        |
|   14  |  C1_D9  |         82.32%        |
|   14  |  C1_D7  |         83.84%        |
|   14  |  C2_D7  |         79.66%        |
|   14  |  C1_D5  |         80.61%        |
|   14  |  C2_D10 |         79.66%        |
|   14  |  C1_D12 |         81.75%        |
|   14  |  C1_D11 |         81.94%        |
|   14  |  C2_D16 |         81.56%        |
|   14  |  C2_D11 |         79.85%        |
|   14  |  C1_D15 |         82.51%        |
|   14  |  C1_D14 |         82.7%         |
|   14  |  C2_D19 |         80.04%        |
|   14  |  C1_D18 |         79.47%        |
|   14  |  C1_D10 |         80.23%        |
|   14  |  C2_D18 |         81.37%        |
|   14  |  C2_D4  |         80.04%        |
|   14  |  C1_D17 |         83.65%        |
|   14  |  C1_D20 |         81.56%        |
|   14  |  C1_D16 |         78.71%        |
|   14  |  C2_D3  |         79.85%        |
|   14  |  C2_D20 |         83.08%        |
|   14  |  C2_D8  |         80.04%        |
|   14  |  C1_D8  |         79.28%        |
|   14  |  C2_D9  |         82.89%        |
|   14  |  C2_D5  |         79.09%        |
|   14  |  C2_D2  |         78.9%         |
|   14  |  C2_D13 |         81.18%        |
|   14  |  C1_D13 |         83.84%        |
|   14  |  C2_D17 |         79.66%        |
|   14  |  C2_D12 |         81.37%        |
|   14  |  C1_D19 |         82.32%        |
|   12  |  C2_D15 |         82.51%        |
|   14  |  C2_D14 |         80.23%        |
|   15  |  C2_D13 |         81.37%        |
|   15  |  C1_D1  |         82.13%        |
|   15  |  C2_D1  |         79.85%        |
|   15  |  C1_D6  |         81.94%        |
|   15  |  C1_D2  |         80.23%        |
|   15  |  C1_D9  |         81.56%        |
|   15  |  C1_D5  |         81.18%        |
|   15  |  C1_D4  |         80.99%        |
|   15  |  C2_D4  |         79.47%        |
|   15  |  C2_D7  |         79.66%        |
|   15  |  C2_D6  |         84.6%         |
|   15  |  C2_D10 |         80.04%        |
|   15  |  C1_D11 |         81.18%        |
|   15  |  C1_D7  |         83.84%        |
|   15  |  C1_D12 |         81.75%        |
|   15  |  C1_D10 |         79.85%        |
|   15  |  C1_D15 |         82.13%        |
|   15  |  C2_D11 |         79.85%        |
|   15  |  C1_D14 |         82.7%         |
|   15  |  C1_D18 |         79.28%        |
|   15  |  C1_D17 |         83.65%        |
|   15  |  C2_D16 |         81.37%        |
|   15  |  C1_D20 |         81.56%        |
|   15  |  C2_D19 |         80.99%        |
|   15  |  C2_D18 |         81.56%        |
|   15  |  C1_D16 |         77.95%        |
|   15  |  C2_D3  |         79.66%        |
|   15  |  C2_D20 |         83.27%        |
|   15  |  C2_D8  |         80.04%        |
|   15  |  C1_D8  |         79.28%        |
|   15  |  C2_D9  |         82.32%        |
|   15  |  C2_D5  |         79.09%        |
|   15  |  C1_D3  |         81.18%        |
|   15  |  C2_D2  |         79.09%        |
|   15  |  C1_D13 |         83.65%        |
|   15  |  C2_D17 |         79.47%        |
|   15  |  C2_D12 |         80.8%         |
|   15  |  C1_D19 |         82.7%         |
|   16  |  C2_D1  |         80.42%        |
|   16  |  C1_D17 |         84.6%         |
|   15  |  C2_D14 |         80.99%        |
|   16  |  C1_D2  |         83.08%        |
|   16  |  C1_D1  |         81.75%        |
|   16  |  C1_D5  |         80.42%        |
|   16  |  C2_D3  |         79.85%        |
|   16  |  C1_D4  |         81.75%        |
|   16  |  C1_D6  |         81.37%        |
|   16  |  C2_D4  |         79.28%        |
|   16  |  C2_D6  |         84.03%        |
|   16  |  C2_D7  |         79.28%        |
|   16  |  C1_D9  |         81.94%        |
|   16  |  C1_D12 |         81.94%        |
|   16  |  C1_D11 |         82.32%        |
|   16  |  C2_D10 |         79.85%        |
|   16  |  C1_D15 |         82.7%         |
|   16  |  C1_D14 |         83.08%        |
|   16  |  C1_D10 |         80.42%        |
|   16  |  C2_D13 |         81.37%        |
|   16  |  C2_D16 |         81.18%        |
|   16  |  C2_D11 |         79.09%        |
|   16  |  C1_D18 |         79.47%        |
|   16  |  C2_D19 |         80.8%         |
|   16  |  C1_D16 |         77.38%        |
|   16  |  C1_D20 |         81.94%        |
|   16  |  C1_D8  |         79.47%        |
|   16  |  C2_D20 |         83.08%        |
|   16  |  C2_D8  |         80.23%        |
|   16  |  C2_D9  |         81.75%        |
|   16  |  C2_D5  |         79.85%        |
|   16  |  C1_D3  |         81.18%        |
|   16  |  C2_D2  |         79.66%        |
|   16  |  C1_D7  |         83.65%        |
|   16  |  C1_D13 |         83.46%        |
|   13  |  C2_D15 |         82.32%        |
|   16  |  C2_D18 |         81.56%        |
|   16  |  C2_D17 |         79.66%        |
|   16  |  C2_D12 |         80.99%        |
|   16  |  C1_D19 |         82.89%        |
|   17  |  C2_D18 |         81.37%        |
|   16  |  C2_D14 |         81.18%        |
|   17  |  C1_D1  |         81.56%        |
|   17  |  C2_D1  |         80.04%        |
|   17  |  C1_D2  |         80.8%         |
|   17  |  C1_D5  |         81.18%        |
|   17  |  C1_D4  |         81.18%        |
|   17  |  C1_D6  |         81.94%        |
|   17  |  C2_D4  |         79.47%        |
|   17  |  C1_D9  |         82.32%        |
|   17  |  C2_D3  |         79.47%        |
|   17  |  C2_D7  |         79.66%        |
|   17  |  C2_D6  |         84.41%        |
|   17  |  C1_D11 |         81.94%        |
|   17  |  C1_D12 |         81.75%        |
|   17  |  C1_D10 |         80.04%        |
|   17  |  C2_D10 |         79.66%        |
|   17  |  C1_D15 |         82.51%        |
|   17  |  C2_D13 |         81.18%        |
|   17  |  C1_D14 |         82.32%        |
|   17  |  C2_D16 |         81.94%        |
|   17  |  C1_D17 |         83.84%        |
|   17  |  C2_D19 |         80.23%        |
|   17  |  C1_D18 |         79.85%        |
|   17  |  C1_D20 |         82.7%         |
|   17  |  C2_D11 |         79.66%        |
|   17  |  C2_D9  |         82.7%         |
|   17  |  C1_D8  |         79.28%        |
|   17  |  C2_D20 |         83.08%        |
|   17  |  C2_D5  |         78.52%        |
|   17  |  C1_D3  |         81.18%        |
|   17  |  C1_D7  |         83.65%        |
|   17  |  C2_D2  |         79.28%        |
|   17  |  C1_D13 |         83.84%        |
|   17  |  C1_D16 |         78.14%        |
|   17  |  C2_D8  |         79.85%        |
|   17  |  C2_D17 |         79.85%        |
|   17  |  C2_D12 |         81.37%        |
|   17  |  C1_D19 |         82.7%         |
|   18  |  C1_D1  |         82.13%        |
|   18  |  C1_D4  |         80.8%         |
|   18  |  C2_D19 |         80.04%        |
|   17  |  C2_D14 |         80.8%         |
|   18  |  C2_D1  |         80.61%        |
|   18  |  C1_D2  |         80.42%        |
|   14  |  C2_D15 |         82.13%        |
|   18  |  C2_D4  |         79.47%        |
|   18  |  C2_D3  |         79.66%        |
|   18  |  C2_D6  |         83.84%        |
|   18  |  C1_D6  |         81.37%        |
|   18  |  C2_D7  |         79.47%        |
|   18  |  C1_D12 |         81.75%        |
|   18  |  C1_D9  |         81.94%        |
|   18  |  C1_D11 |         81.18%        |
|   18  |  C1_D15 |         81.75%        |
|   18  |  C1_D14 |         82.7%         |
|   18  |  C1_D10 |         80.42%        |
|   18  |  C1_D18 |         79.66%        |
|   18  |  C2_D13 |         81.75%        |
|   18  |  C2_D16 |         82.32%        |
|   18  |  C1_D17 |         84.6%         |
|   18  |  C1_D20 |         82.13%        |
|   18  |  C2_D18 |         81.37%        |
|   18  |  C2_D9  |         82.89%        |
|   18  |  C2_D11 |         79.47%        |
|   18  |  C2_D20 |         83.27%        |
|   18  |  C2_D5  |         79.85%        |
|   18  |  C1_D3  |         81.37%        |
|   18  |  C1_D7  |         83.65%        |
|   18  |  C2_D2  |         78.52%        |
|   18  |  C1_D16 |         77.76%        |
|   18  |  C2_D10 |         79.85%        |
|   18  |  C1_D5  |         80.99%        |
|   18  |  C1_D13 |         83.65%        |
|   18  |  C1_D8  |         79.85%        |
|   18  |  C2_D8  |         80.23%        |
|   18  |  C2_D17 |         80.04%        |
|   18  |  C2_D12 |         81.56%        |
|   18  |  C1_D19 |         82.7%         |
|   19  |  C2_D13 |         81.37%        |
|   19  |  C1_D20 |         81.37%        |
|   18  |  C2_D14 |         81.18%        |
|   19  |  C1_D2  |         80.23%        |
|   19  |  C2_D1  |         80.04%        |
|   19  |  C1_D1  |         81.75%        |
|   19  |  C2_D4  |         79.66%        |
|   19  |  C1_D3  |         82.13%        |
|   19  |  C2_D3  |         79.66%        |
|   19  |  C2_D5  |         79.28%        |
|   19  |  C1_D4  |         81.37%        |
|   19  |  C2_D6  |         84.79%        |
|   19  |  C2_D7  |         79.85%        |
|   19  |  C1_D9  |         82.32%        |
|   19  |  C1_D6  |         81.94%        |
|   19  |  C2_D9  |         83.46%        |
|   19  |  C1_D12 |         81.75%        |
|   19  |  C1_D11 |         82.32%        |
|   19  |  C1_D10 |         80.04%        |
|   19  |  C1_D14 |         83.27%        |
|   19  |  C1_D15 |         82.13%        |
|   19  |  C1_D17 |         83.46%        |
|   19  |  C1_D18 |         79.47%        |
|   19  |  C2_D11 |         79.28%        |
|   19  |  C2_D19 |         80.8%         |
|   19  |  C2_D18 |         80.8%         |
|   19  |  C2_D20 |         83.46%        |
|   19  |  C1_D16 |         77.95%        |
|   19  |  C2_D2  |         79.47%        |
|   19  |  C2_D10 |         80.23%        |
|   19  |  C1_D5  |         80.99%        |
|   19  |  C1_D8  |         79.47%        |
|   19  |  C1_D13 |         83.65%        |
|   19  |  C2_D8  |         80.23%        |
|   19  |  C2_D16 |         81.37%        |
|   19  |  C1_D7  |         83.46%        |
|   19  |  C2_D17 |         80.23%        |
|   19  |  C1_D19 |         82.32%        |
|   19  |  C2_D12 |         81.75%        |
|   15  |  C2_D15 |         81.94%        |
|   20  |  C2_D3  |         79.66%        |
|   19  |  C2_D14 |         80.99%        |
|   20  |  C1_D1  |         82.13%        |
|   20  |  C1_D4  |         81.56%        |
|   20  |  C1_D2  |         80.99%        |
|   20  |  C1_D6  |         81.56%        |
|   20  |  C1_D9  |         81.75%        |
|   20  |  C1_D3  |         81.37%        |
|   20  |  C2_D1  |         80.42%        |
|   20  |  C2_D5  |         78.71%        |
|   20  |  C2_D4  |         79.66%        |
|   20  |  C1_D12 |         81.94%        |
|   20  |  C1_D10 |         80.61%        |
|   20  |  C2_D7  |         79.28%        |
|   20  |  C1_D15 |         81.56%        |
|   20  |  C1_D18 |         79.66%        |
|   20  |  C2_D6  |         84.98%        |
|   20  |  C1_D14 |         82.89%        |
|   20  |  C2_D9  |         82.32%        |
|   20  |  C1_D17 |         84.03%        |
|   20  |  C1_D20 |         81.94%        |
|   20  |  C2_D13 |         81.56%        |
|   20  |  C1_D16 |         78.14%        |
|   20  |  C2_D11 |         79.09%        |
|   20  |  C2_D18 |         81.18%        |
|   20  |  C2_D19 |         80.23%        |
|   20  |  C2_D20 |         83.46%        |
|   20  |  C2_D2  |         79.28%        |
|   20  |  C2_D10 |         80.04%        |
|   20  |  C1_D5  |         80.99%        |
|   20  |  C1_D13 |         83.84%        |
|   20  |  C1_D8  |         79.47%        |
|   20  |  C2_D16 |         82.13%        |
|   20  |  C2_D8  |         80.23%        |
|   20  |  C1_D7  |         83.46%        |
|   20  |  C1_D11 |         80.99%        |
|   20  |  C2_D17 |         79.85%        |
|   20  |  C1_D19 |         82.89%        |
|   20  |  C2_D12 |         82.32%        |
|   21  |  C2_D13 |         81.56%        |
|   21  |  C1_D5  |         80.8%         |
|   20  |  C2_D14 |         81.56%        |
|   21  |  C2_D1  |         80.42%        |
|   21  |  C1_D2  |         80.8%         |
|   21  |  C1_D1  |         81.75%        |
|   21  |  C2_D6  |         84.79%        |
|   21  |  C2_D8  |         80.61%        |
|   21  |  C1_D6  |         81.75%        |
|   21  |  C1_D4  |         81.18%        |
|   21  |  C2_D7  |         79.85%        |
|   21  |  C1_D9  |         82.13%        |
|   21  |  C2_D12 |         82.13%        |
|   21  |  C2_D5  |         78.71%        |
|   21  |  C2_D9  |         82.89%        |
|   21  |  C2_D10 |         79.85%        |
|   21  |  C1_D14 |         82.32%        |
|   21  |  C1_D12 |         81.75%        |
|   21  |  C1_D10 |         80.8%         |
|   21  |  C2_D11 |         79.66%        |
|   21  |  C1_D15 |         82.7%         |
|   21  |  C1_D17 |         83.46%        |
|   21  |  C1_D18 |         79.47%        |
|   21  |  C2_D19 |         80.23%        |
|   21  |  C2_D18 |         81.18%        |
|   21  |  C1_D16 |         78.52%        |
|   21  |  C2_D20 |         83.08%        |
|   21  |  C2_D2  |         79.28%        |
|   21  |  C1_D13 |         83.84%        |
|   21  |  C1_D7  |         83.84%        |
|   21  |  C1_D8  |         79.47%        |
|   21  |  C1_D11 |         81.94%        |
|   21  |  C2_D3  |         79.85%        |
|   21  |  C1_D3  |         81.94%        |
|   21  |  C2_D4  |         79.47%        |
|   21  |  C1_D20 |         81.56%        |
|   21  |  C2_D16 |         82.32%        |
|   16  |  C2_D15 |         82.89%        |
|   21  |  C2_D17 |         80.04%        |
|   21  |  C1_D19 |         82.51%        |
|   21  |  C2_D14 |         81.94%        |
|   22  |  C1_D14 |         82.89%        |
|   22  |  C1_D1  |         81.94%        |
|   22  |  C1_D2  |         80.42%        |
|   22  |  C2_D1  |         80.99%        |
|   22  |  C1_D5  |         81.37%        |
|   22  |  C2_D2  |         79.66%        |
|   22  |  C1_D4  |         81.37%        |
|   22  |  C1_D6  |         81.75%        |
|   22  |  C1_D9  |         82.13%        |
|   22  |  C1_D7  |         83.84%        |
|   22  |  C1_D10 |         80.42%        |
|   22  |  C1_D12 |         81.75%        |
|   22  |  C1_D11 |         82.13%        |
|   22  |  C2_D8  |         80.23%        |
|   22  |  C1_D13 |         84.03%        |
|   22  |  C2_D10 |         80.04%        |
|   22  |  C2_D6  |         84.98%        |
|   22  |  C2_D9  |         83.08%        |
|   22  |  C1_D15 |         83.08%        |
|   22  |  C2_D7  |         80.23%        |
|   22  |  C2_D5  |         79.47%        |
|   22  |  C2_D12 |         81.56%        |
|   22  |  C1_D17 |         84.22%        |
|   22  |  C2_D19 |         79.85%        |
|   22  |  C1_D16 |         77.76%        |
|   22  |  C1_D8  |         79.47%        |
|   22  |  C2_D18 |         81.18%        |
|   22  |  C2_D13 |         81.37%        |
|   22  |  C1_D3  |         81.75%        |
|   22  |  C2_D11 |         79.28%        |
|   22  |  C2_D3  |         79.66%        |
|   22  |  C2_D4  |         79.66%        |
|   22  |  C1_D20 |         81.75%        |
|   22  |  C2_D20 |         83.27%        |
|   22  |  C2_D16 |         81.75%        |
|   22  |  C1_D19 |         82.7%         |
|   22  |  C2_D17 |         79.85%        |
|   22  |  C1_D18 |         79.66%        |
|   22  |  C2_D14 |         81.18%        |
|   23  |  C2_D4  |         79.66%        |
|   23  |  C2_D1  |         80.8%         |
|   23  |  C1_D5  |         80.99%        |
|   23  |  C1_D1  |         81.75%        |
|   23  |  C1_D2  |         81.94%        |
|   23  |  C1_D4  |         81.37%        |
|   17  |  C2_D15 |         82.7%         |
|   23  |  C1_D6  |         81.75%        |
|   23  |  C2_D3  |         79.66%        |
|   23  |  C1_D9  |         81.94%        |
|   23  |  C2_D2  |         78.33%        |
|   23  |  C1_D3  |         81.37%        |
|   23  |  C1_D8  |         79.85%        |
|   23  |  C2_D6  |         84.6%         |
|   23  |  C1_D7  |         83.84%        |
|   23  |  C1_D11 |         82.51%        |
|   23  |  C2_D11 |         79.47%        |
|   23  |  C2_D10 |         80.42%        |
|   23  |  C1_D10 |         80.23%        |
|   23  |  C2_D13 |         81.75%        |
|   23  |  C1_D13 |         84.41%        |
|   23  |  C1_D12 |         81.94%        |
|   23  |  C2_D12 |         82.13%        |
|   23  |  C2_D8  |         80.23%        |
|   23  |  C1_D14 |         82.7%         |
|   23  |  C2_D19 |         80.04%        |
|   23  |  C1_D16 |         77.76%        |
|   23  |  C2_D18 |         81.37%        |
|   23  |  C2_D16 |         82.51%        |
|   23  |  C1_D15 |         83.08%        |
|   23  |  C2_D9  |         83.27%        |
|   23  |  C2_D7  |         79.66%        |
|   23  |  C1_D17 |         84.22%        |
|   23  |  C1_D20 |         81.94%        |
|   23  |  C1_D18 |         79.66%        |
|   23  |  C2_D20 |         83.65%        |
|   23  |  C1_D19 |         82.7%         |
|   23  |  C2_D17 |         80.04%        |
|   23  |  C2_D5  |         78.9%         |
|   23  |  C2_D14 |         81.56%        |
|   24  |  C2_D2  |         78.71%        |
|   24  |  C2_D7  |         79.66%        |
|   24  |  C1_D1  |         82.32%        |
|   24  |  C2_D3  |         79.85%        |
|   24  |  C2_D10 |         80.23%        |
|   24  |  C2_D9  |         82.89%        |
|   24  |  C2_D6  |         84.79%        |
|   24  |  C1_D3  |         80.99%        |
|   24  |  C2_D12 |         81.75%        |
|   24  |  C1_D5  |         81.18%        |
|   24  |  C1_D4  |         81.75%        |
|   24  |  C2_D13 |         81.56%        |
|   24  |  C2_D8  |         80.61%        |
|   24  |  C1_D8  |         79.47%        |
|   24  |  C1_D7  |         83.84%        |
|   24  |  C2_D18 |         81.18%        |
|   24  |  C1_D6  |         82.32%        |
|   24  |  C1_D10 |         80.23%        |
|   24  |  C2_D19 |         80.23%        |
|   24  |  C2_D16 |         82.51%        |
|   24  |  C1_D9  |         81.94%        |
|   24  |  C2_D20 |         83.27%        |
|   24  |  C1_D11 |         81.56%        |
|   24  |  C1_D13 |         83.84%        |
|   24  |  C1_D12 |         81.94%        |
|   24  |  C1_D14 |         83.08%        |
|   24  |  C1_D17 |         84.79%        |
|   24  |  C1_D18 |         79.66%        |
|   24  |  C1_D16 |         77.95%        |
|   24  |  C1_D15 |         82.7%         |
|   24  |  C1_D20 |         81.56%        |
|   24  |  C2_D1  |         81.18%        |
|   24  |  C1_D19 |         82.7%         |
|   24  |  C1_D2  |         82.51%        |
|   24  |  C2_D17 |         79.85%        |
|   24  |  C2_D5  |         79.47%        |
|   24  |  C2_D4  |         79.47%        |
|   24  |  C2_D14 |         81.56%        |
|   24  |  C2_D11 |         79.47%        |
|   25  |  C2_D18 |         81.37%        |
|   18  |  C2_D15 |         82.51%        |
|   25  |  C1_D1  |         82.32%        |
|   25  |  C2_D3  |         79.47%        |
|   25  |  C2_D7  |         80.04%        |
|   25  |  C2_D6  |         85.36%        |
|   25  |  C2_D10 |         80.42%        |
|   25  |  C2_D9  |         82.7%         |
|   25  |  C1_D3  |         81.37%        |
|   25  |  C2_D2  |         79.28%        |
|   25  |  C1_D5  |         81.18%        |
|   25  |  C2_D13 |         81.75%        |
|   25  |  C1_D4  |         81.18%        |
|   25  |  C2_D12 |         81.75%        |
|   25  |  C1_D8  |         79.47%        |
|   25  |  C1_D7  |         83.84%        |
|   25  |  C2_D8  |         80.61%        |
|   25  |  C1_D6  |         82.51%        |
|   25  |  C2_D16 |         82.51%        |
